Timestamp,RADIATION,TEMP,HUMIDITY_h
2007-05-26,9057.5,16.688888888888886,59.111111111111114
2007-05-27,10971.6,14.529166666666667,81.95833333333333
2007-05-28,13934.5,15.6625,84.5
2007-05-29,10020.8,16.554166666666667,85.66666666666667
2007-05-30,7567.599999999999,11.283333333333333,88.5
2007-05-31,7553.5,10.95217391304348,86.3913043478261
2007-06-01,12246.0,14.004166666666668,86.70833333333333
2007-06-02,10085.5,16.770833333333332,83.45833333333333
2007-06-03,11191.0,17.970833333333335,90.45833333333333
2007-06-04,17939.1,13.495833333333332,80.91666666666667
2007-06-05,16948.1,13.179166666666667,79.0
2007-06-06,13704.8,15.166666666666666,83.20833333333333
2007-06-07,14296.9,16.621739130434783,78.78260869565217
2007-06-08,16090.5,18.870833333333334,74.95833333333333
2007-06-09,15585.0,19.35833333333333,74.83333333333333
2007-06-10,17065.0,18.983333333333334,75.25
2007-06-11,17251.8,19.07,68.05
2007-06-12,17139.0,18.724999999999998,69.29166666666667
2007-06-13,17446.9,18.474999999999998,70.625
2007-06-14,17090.5,19.020833333333332,73.625
2007-06-15,15328.7,18.4375,81.33333333333333
2007-06-16,16028.699999999999,19.245833333333334,73.04166666666667
2007-06-17,6746.2,16.316666666666666,89.83333333333333
2007-06-18,16478.7,17.462500000000002,78.95833333333333
2007-06-19,15205.4,17.808333333333334,71.45833333333333
2007-06-20,14919.4,16.408333333333335,74.95833333333333
2007-06-21,12368.4,16.558333333333334,77.0
2007-06-22,16706.1,17.566666666666666,69.375
2007-06-23,16942.1,18.404166666666665,67.04166666666667
2007-06-24,16435.4,18.204166666666666,67.41666666666667
2007-06-25,13072.3,16.875,79.41666666666667
2007-06-26,9942.0,15.958333333333334,84.95833333333333
2007-06-27,10664.4,16.129166666666666,87.20833333333333
2007-06-28,16132.6,17.966666666666665,72.41666666666667
2007-06-29,14413.1,17.633333333333333,76.91666666666667
2007-06-30,10536.7,16.837500000000002,87.75
2007-07-01,11868.1,16.849999999999998,84.125
2007-07-02,12842.0,15.637500000000001,83.58333333333333
2007-07-03,11819.9,15.583333333333334,86.125
2007-07-04,16498.0,16.058333333333334,81.45833333333333
2007-07-05,16018.8,17.304166666666667,73.875
2007-07-06,13879.2,17.829166666666666,72.29166666666667
2007-07-07,16152.7,17.545833333333334,64.29166666666667
2007-07-08,17365.6,18.445833333333333,65.16666666666667
2007-07-09,17298.2,18.8875,68.79166666666667
2007-07-10,17380.0,18.6875,66.75
2007-07-11,15166.2,18.170833333333334,72.0
2007-07-12,10213.1,15.987499999999999,86.33333333333333
2007-07-13,11632.1,16.916666666666668,79.375
2007-07-14,15815.6,17.970833333333335,62.166666666666664
2007-07-15,16546.3,19.208333333333332,59.166666666666664
2007-07-16,16033.699999999999,17.4375,78.66666666666667
2007-07-17,8463.4,17.337500000000002,85.04166666666667
2007-07-18,9717.4,18.537499999999998,69.45833333333333
2007-07-19,16784.5,15.612499999999999,70.83333333333333
2007-07-20,13659.699999999999,13.916666666666666,84.45833333333333
2007-07-21,15642.6,17.4375,79.58333333333333
2007-07-22,17830.4,19.6375,65.875
2007-07-23,16439.0,20.912499999999998,62.291666666666664
2007-07-24,9697.5,18.86521739130435,84.95652173913044
2007-07-25,9407.2,19.333333333333332,76.29166666666667
2007-07-26,12807.5,14.741666666666667,81.20833333333333
2007-07-27,1689.2,12.025,98.54166666666667
2007-07-28,4539.599999999999,12.247826086956522,98.52173913043478
2007-07-29,13021.2,10.375,85.29166666666667
2007-07-30,18105.0,9.654166666666667,76.08333333333333
2007-07-31,18994.8,12.241666666666667,68.375
2007-08-01,18988.3,15.1,63.166666666666664
2007-08-02,18390.1,16.849999999999998,61.541666666666664
2007-08-03,19382.1,17.258333333333333,60.75
2007-08-04,18829.4,16.6375,70.91666666666667
2007-08-05,18272.4,17.820833333333333,65.625
2007-08-06,11235.0,15.652173913043478,80.82608695652173
2007-08-07,18986.4,18.0,73.1304347826087
2007-08-08,19802.5,19.933333333333334,57.416666666666664
2007-08-09,17010.1,17.695833333333333,73.83333333333333
2007-08-10,16064.4,17.337500000000002,71.91666666666667
2007-08-11,16580.7,18.808333333333334,63.25
2007-08-12,10112.2,15.845833333333333,82.20833333333333
2007-08-13,14992.1,17.0625,75.79166666666667
2007-08-14,15854.3,17.108333333333334,74.5
2007-08-15,15563.1,17.129166666666666,73.625
2007-08-16,17363.0,16.404166666666665,71.66666666666667
2007-08-17,17185.2,16.224999999999998,73.95833333333333
2007-08-18,14425.1,16.429166666666667,77.29166666666667
2007-08-19,11811.699999999999,16.429166666666667,75.20833333333333
2007-08-20,21003.399999999998,17.845833333333335,63.791666666666664
2007-08-21,18486.8,16.766666666666666,73.70833333333333
2007-08-22,13459.9,15.262500000000001,83.625
2007-08-23,13079.1,15.35,79.66666666666667
2007-08-24,21935.4,18.2375,61.25
2007-08-25,21608.5,21.070833333333333,46.0
2007-08-26,21157.3,23.125,36.583333333333336
2007-08-27,19666.7,24.1375,38.333333333333336
2007-08-28,8177.3,17.429166666666667,82.41666666666667
2007-08-29,7388.900000000001,16.316666666666666,89.91666666666667
2007-08-30,5653.0,16.383333333333333,92.0
2007-08-31,7285.0,16.679166666666667,88.29166666666667
2007-09-01,18636.2,19.033333333333335,76.54166666666667
2007-09-02,20443.100000000002,21.46666666666667,59.125
2007-09-03,11490.300000000001,18.837500000000002,80.58333333333333
2007-09-04,13419.4,18.254166666666666,78.75
2007-09-05,11794.3,17.583333333333332,80.95833333333333
2007-09-06,17861.7,18.295833333333334,79.33333333333333
