,RADIATION,TEMP,HUMIDITY_h
2013-06-21,12740.5,17.129166666666666,81.29166666666667
2013-06-22,10681.5,18.358333333333334,79.41666666666667
2013-06-23,7724.9,16.695833333333333,92.83333333333333
2013-06-24,5122.9,14.766666666666666,97.91666666666667
2013-06-25,4916.400000000001,15.177272727272726,94.0
2013-06-26,14630.7,16.879166666666666,83.20833333333333
2013-06-27,13386.1,17.587500000000002,85.5
2013-06-28,9825.8,18.1875,90.16666666666667
2013-06-29,13286.9,18.554166666666667,80.95833333333333
2013-06-30,14045.1,19.175,79.16666666666667
2013-07-01,13795.1,19.162499999999998,84.75
2013-07-02,8296.0,15.395833333333334,91.08333333333333
2013-07-03,3958.8,12.620833333333332,97.70833333333333
2013-07-04,9743.6,12.891666666666666,91.04166666666667
2013-07-05,14597.2,13.887500000000001,86.79166666666667
2013-07-06,16841.1,14.829166666666666,73.125
2013-07-07,16686.1,16.045833333333334,66.04166666666667
2013-07-08,16803.9,16.120833333333334,63.833333333333336
2013-07-09,6555.2,14.541666666666666,93.83333333333333
2013-07-10,5139.0,12.058333333333332,96.20833333333333
2013-07-11,17172.4,12.654166666666667,85.66666666666667
2013-07-12,16487.6,13.808333333333332,84.45833333333333
2013-07-13,10538.3,16.308333333333334,82.91666666666667
2013-07-14,14138.800000000001,17.912499999999998,77.95833333333333
2013-07-15,15884.9,18.349999999999998,75.83333333333333
2013-07-16,15593.0,15.695833333333333,78.375
2013-07-17,15338.300000000001,16.375,81.41666666666667
2013-07-18,16548.7,18.025000000000002,74.875
2013-07-19,14359.7,18.7,74.45833333333333
2013-07-20,12517.1,19.241666666666667,78.0
2013-07-21,13856.6,20.054166666666667,70.125
2013-07-22,16926.7,21.525000000000002,66.79166666666667
2013-07-23,12655.0,18.679166666666667,86.0
2013-07-24,4936.4,12.174999999999999,99.20833333333333
2013-07-25,4148.8,13.424999999999999,97.16666666666667
2013-07-26,11813.7,13.137500000000001,84.95833333333333
2013-07-27,17647.8,12.7875,85.66666666666667
2013-07-28,18587.6,14.208333333333334,74.41666666666667
2013-07-29,15426.8,14.020833333333334,87.41666666666667
2013-07-30,17509.600000000002,13.629166666666668,79.79166666666667
2013-07-31,18894.0,15.104166666666666,74.16666666666667
2013-08-01,18852.0,17.270833333333332,62.458333333333336
2013-08-02,18785.6,17.900000000000002,62.125
2013-08-03,19070.1,18.354166666666668,58.708333333333336
2013-08-04,19052.4,18.875,54.75
2013-08-05,18322.1,18.470833333333335,58.291666666666664
2013-08-06,17857.9,17.429166666666667,80.75
2013-08-07,17778.2,15.9,80.375
2013-08-08,18616.2,16.3875,78.625
2013-08-09,18438.7,18.037499999999998,65.625
2013-08-10,17866.399999999998,18.195833333333333,69.70833333333333
2013-08-11,16012.6,18.8125,64.125
2013-08-12,15135.5,17.379166666666666,83.375
2013-08-13,15851.900000000001,19.079166666666666,68.33333333333333
2013-08-14,14591.4,20.087500000000002,58.958333333333336
2013-08-15,3039.2,11.108333333333334,93.91666666666667
2013-08-16,12408.7,11.708333333333334,85.70833333333333
2013-08-17,13564.6,14.916666666666666,87.20833333333333
2013-08-18,9192.7,13.479166666666666,93.0
2013-08-19,7632.1,12.745833333333332,88.20833333333333
2013-08-20,11095.8,13.020833333333334,88.08333333333333
2013-08-21,19615.0,15.470833333333333,83.5
2013-08-22,17633.5,17.820833333333333,77.25
2013-08-23,16941.7,19.091666666666665,72.75
2013-08-24,21264.8,19.224999999999998,63.833333333333336
2013-08-25,21375.3,18.820833333333333,55.583333333333336
2013-08-26,19225.6,20.25,60.166666666666664
2013-08-27,14164.7,19.166666666666668,72.20833333333333
2013-08-28,21563.6,13.866666666666667,75.41666666666667
2013-08-29,20424.3,12.9375,80.375
2013-08-30,21557.0,14.8125,78.5
2013-08-31,21627.2,15.554166666666667,72.33333333333333
2013-09-01,20473.6,18.020833333333332,52.625
2013-09-02,22193.9,19.220833333333335,62.5
2013-09-03,14061.4,20.179166666666667,61.0
2013-09-04,3582.2,14.254166666666668,96.41666666666667
2013-09-05,13518.9,13.670833333333334,93.91666666666667
2013-09-06,12655.099999999999,13.654166666666667,91.54166666666667
2013-09-07,15328.199999999999,14.204166666666666,83.08333333333333
2013-09-08,19091.7,15.6,81.70833333333333
2013-09-09,23722.5,17.666666666666668,70.5
2013-09-10,21929.5,17.645833333333332,77.0
2013-09-11,18611.4,15.908333333333333,82.75
2013-09-12,11785.8,15.766666666666666,80.33333333333333
2013-09-13,24031.2,17.404166666666665,69.95833333333333
2013-09-14,22982.7,18.0125,71.91666666666667
2013-09-15,18964.7,19.287499999999998,66.41666666666667
2013-09-16,20425.5,19.904166666666665,67.91666666666667
2013-09-17,7691.5,19.4375,74.625
2013-09-18,12916.9,19.554166666666667,83.29166666666667
2013-09-19,13520.2,19.458333333333332,87.125
2013-09-20,19564.9,20.366666666666667,79.54166666666667
2013-09-21,24299.3,21.679166666666664,64.79166666666667
2013-09-22,21954.0,23.245833333333334,61.833333333333336
2013-09-23,14341.3,23.416666666666668,67.08333333333333
2013-09-24,12151.3,19.525,91.20833333333333
2013-09-25,18537.3,17.616666666666667,84.125
2013-09-26,17586.0,12.512500000000001,82.91666666666667
2013-09-27,23420.9,14.299999999999999,79.20833333333333
2013-09-28,22447.5,16.791666666666668,82.625
2013-09-29,5122.900000000001,15.637500000000001,94.20833333333333
2013-09-30,7851.9,15.375,93.25
2013-10-01,14553.1,18.304166666666667,84.75
2013-10-02,4934.8,16.883333333333333,95.41666666666667
2013-10-03,13847.4,18.072727272727274,85.0
2013-10-04,7971.5,17.775000000000002,86.66666666666667
2013-10-05,10698.6,17.845833333333335,80.20833333333333
2013-10-06,15378.0,14.608333333333334,78.41666666666667
2013-10-07,6744.7,12.325000000000001,78.58333333333333
2013-10-08,6021.8,11.658333333333333,85.375
2013-10-09,12288.2,12.120833333333332,81.79166666666667
2013-10-10,15551.0,13.612499999999999,81.125
2013-10-11,16801.0,14.137500000000001,71.0
2013-10-12,17788.2,14.875,70.16666666666667
2013-10-13,27200.399999999998,17.233333333333334,63.75
2013-10-14,23713.2,18.966666666666665,57.708333333333336
2013-10-15,19510.8,19.075,69.66666666666667
2013-10-16,8025.099999999999,17.75,81.375
2013-10-17,8692.8,17.083333333333332,83.5
2013-10-18,9249.4,16.9375,83.33333333333333
2013-10-19,23703.6,19.670833333333334,68.875
2013-10-20,20108.0,21.320833333333333,65.29166666666667
2013-10-21,26444.7,22.770833333333332,66.91666666666667
2013-10-22,10172.4,20.545833333333334,73.20833333333333
2013-10-23,23466.2,21.266666666666666,70.79166666666667
2013-10-24,28872.4,21.5,57.166666666666664
2013-10-25,27475.2,20.779166666666665,58.833333333333336
2013-10-26,17079.5,19.3875,74.58333333333333
2013-10-27,23725.8,21.704166666666666,59.541666666666664
2013-10-28,22426.0,17.320833333333333,72.0
2013-10-29,12818.6,14.570833333333333,77.70833333333333
2013-10-30,9743.9,15.641666666666666,86.95833333333333
2013-10-31,7200.7,15.575000000000001,90.91666666666667
2013-11-01,10289.6,14.612499999999999,89.83333333333333
2013-11-02,24196.1,16.291666666666668,72.5
2013-11-03,25835.8,17.7,70.25
2013-11-04,24786.1,19.425,59.958333333333336
2013-11-05,10210.5,17.908333333333335,73.45833333333333
2013-11-06,5833.2,14.5625,92.33333333333333
2013-11-07,4845.099999999999,14.820833333333333,92.66666666666667
2013-11-08,11672.2,17.150000000000002,85.70833333333333
2013-11-09,22435.6,19.537499999999998,76.16666666666667
2013-11-10,22366.1,21.179166666666667,71.91666666666667
2013-11-11,27369.7,23.03333333333333,67.66666666666667
2013-11-12,25212.8,24.400000000000002,64.08333333333333
2013-11-13,23854.9,20.529166666666665,67.375
2013-11-14,23545.1,17.412499999999998,66.375
2013-11-15,18825.3,17.658333333333335,72.08333333333333
2013-11-16,26862.8,20.604166666666668,67.95833333333333
2013-11-17,11675.7,17.900000000000002,78.25
2013-11-18,19168.3,17.6875,83.375
2013-11-19,20624.8,20.245833333333334,74.66666666666667
2013-11-20,26842.3,21.141666666666666,61.208333333333336
2013-11-21,30893.2,21.962500000000002,56.875
2013-11-22,18318.8,19.491666666666667,72.625
2013-11-23,10402.2,17.7375,87.16666666666667
2013-11-24,4651.4,16.679166666666667,92.91666666666667
2013-11-25,6490.2,16.970833333333335,92.04166666666667
2013-11-26,9974.0,17.1125,88.20833333333333
2013-11-27,21215.6,18.145833333333332,85.16666666666667
2013-11-28,17828.7,19.545833333333334,79.66666666666667
2013-11-29,19723.6,21.0125,76.375
2013-11-30,10186.0,19.145833333333332,86.95833333333333
2013-12-01,16072.9,20.083333333333332,85.375
2013-12-02,8428.199999999999,18.6125,89.29166666666667
2013-12-03,21484.6,20.941666666666666,76.75
2013-12-04,27312.5,22.412499999999998,69.95833333333333
2013-12-05,21617.0,22.991666666666664,71.20833333333333
2013-12-06,28482.0,21.3125,72.79166666666667
2013-12-07,14092.2,19.120833333333334,83.625
2013-12-08,15660.1,19.770833333333332,85.33333333333333
2013-12-09,21070.5,21.270833333333332,79.04166666666667
2013-12-10,21244.7,21.40416666666667,78.70833333333333
2013-12-11,11151.9,19.3,89.33333333333333
2013-12-12,8228.6,17.158333333333335,90.66666666666667
2013-12-13,11382.8,16.945833333333333,90.66666666666667
2013-12-14,22174.7,19.604166666666668,80.75
2013-12-15,15477.8,19.758333333333333,81.70833333333333
2013-12-16,15457.9,19.2625,85.08333333333333
2013-12-17,13059.7,17.3875,89.29166666666667
2013-12-18,21582.100000000002,19.054166666666667,80.75
2013-12-19,17701.1,19.025000000000002,79.08333333333333
2013-12-20,16951.3,18.866666666666667,82.70833333333333
2013-12-21,13226.8,18.616666666666667,86.29166666666667
2013-12-22,11992.8,18.900000000000002,88.04166666666667
2013-12-23,6056.9,18.604166666666668,92.20833333333333
2013-12-24,15195.1,19.787499999999998,88.08333333333333
2013-12-25,16574.1,20.75,85.33333333333333
2013-12-26,21911.1,21.375,83.20833333333333
2013-12-27,24813.8,22.045833333333334,76.91666666666667
2013-12-28,17617.2,20.945833333333333,80.375
2013-12-29,23574.0,21.525000000000002,75.5
2013-12-30,23758.2,22.4875,73.95833333333333
2013-12-31,21035.6,22.616666666666664,75.33333333333333
