Timestamp,RADIATION,TEMP,HUMIDITY_h
2007-05-26,9082.761538461538,16.688888888888886,59.111111111111114
2007-05-27,11321.669230769232,14.529166666666667,81.95833333333333
2007-05-28,14494.484615384616,15.6625,84.5
2007-05-29,10312.376923076923,16.554166666666667,85.66666666666667
2007-05-30,7803.446153846154,11.283333333333333,88.5
2007-05-31,7961.392307692307,10.877083333333333,86.60416666666667
2007-06-01,12389.815384615384,14.004166666666668,86.70833333333333
2007-06-02,10383.978846153846,16.770833333333332,83.45833333333333
2007-06-03,11261.925,17.970833333333335,90.45833333333333
2007-06-04,18132.184615384616,13.495833333333332,80.91666666666667
2007-06-05,17318.623076923075,13.179166666666667,79.0
2007-06-06,13851.33076923077,15.166666666666666,83.20833333333333
2007-06-07,16815.85,16.866666666666667,77.54166666666667
2007-06-08,16420.12307692308,18.870833333333334,74.95833333333333
2007-06-09,15914.26923076923,19.35833333333333,74.83333333333333
2007-06-10,17586.504945054945,18.983333333333334,75.25
2007-06-11,20956.952747252748,18.725,69.89583333333333
2007-06-12,17465.2,18.724999999999998,69.29166666666667
2007-06-13,17859.89230769231,18.474999999999998,70.625
2007-06-14,17493.80769230769,19.020833333333332,73.625
2007-06-15,15650.123076923077,18.4375,81.33333333333333
2007-06-16,16293.224175824176,19.245833333333334,73.04166666666667
2007-06-17,6791.502747252747,16.316666666666666,89.83333333333333
2007-06-18,16786.323076923076,17.462500000000002,78.95833333333333
2007-06-19,15379.076923076924,17.808333333333334,71.45833333333333
2007-06-20,15102.338461538462,16.408333333333335,74.95833333333333
2007-06-21,12495.246153846154,16.558333333333334,77.0
2007-06-22,16997.73076923077,17.566666666666666,69.375
2007-06-23,17327.446153846155,18.404166666666665,67.04166666666667
2007-06-24,16707.6,18.204166666666666,67.41666666666667
2007-06-25,13229.792307692307,16.875,79.41666666666667
2007-06-26,10158.007692307692,15.958333333333334,84.95833333333333
2007-06-27,10758.223076923077,16.129166666666666,87.20833333333333
2007-06-28,16386.37692307692,17.966666666666665,72.41666666666667
2007-06-29,14668.85,17.633333333333333,76.91666666666667
2007-06-30,10582.977272727272,16.837500000000002,87.75
2007-07-01,11917.047727272728,16.849999999999998,84.125
2007-07-02,12891.970454545455,15.637500000000001,83.58333333333333
2007-07-03,11875.0006993007,15.583333333333334,86.125
2007-07-04,16754.153846153844,16.058333333333334,81.45833333333333
2007-07-05,16163.476923076923,17.304166666666667,73.875
2007-07-06,14167.392307692307,17.829166666666666,72.29166666666667
2007-07-07,16433.184615384616,17.545833333333334,64.29166666666667
2007-07-08,17651.976923076923,18.445833333333333,65.16666666666667
2007-07-09,17611.384615384617,18.8875,68.79166666666667
2007-07-10,17669.36153846154,18.6875,66.75
2007-07-11,15442.837362637363,18.170833333333334,72.0
2007-07-12,10309.154945054945,15.987499999999999,86.33333333333333
2007-07-13,11903.361538461539,16.916666666666668,79.375
2007-07-14,16186.338461538462,17.970833333333335,62.166666666666664
2007-07-15,16903.96153846154,19.208333333333332,59.166666666666664
2007-07-16,16371.38923076923,17.4375,78.66666666666667
2007-07-17,8599.649230769232,17.337500000000002,85.04166666666667
2007-07-18,10040.746153846154,18.537499999999998,69.45833333333333
2007-07-19,17010.361538461537,15.612499999999999,70.83333333333333
2007-07-20,13835.746153846154,13.916666666666666,84.45833333333333
2007-07-21,15867.6,17.4375,79.58333333333333
2007-07-22,18196.53076923077,19.6375,65.875
2007-07-23,16801.976923076923,20.912499999999998,62.291666666666664
2007-07-24,10797.276923076923,18.806250000000002,85.41666666666667
2007-07-25,9660.91958041958,19.333333333333332,76.29166666666667
2007-07-26,12886.072727272727,14.741666666666667,81.20833333333333
2007-07-27,1706.8,12.025,98.54166666666667
2007-07-28,4559.925,12.254166666666668,98.54166666666667
2007-07-29,13134.663461538461,10.375,85.29166666666667
2007-07-30,18817.646153846155,9.654166666666667,76.08333333333333
2007-07-31,19563.43076923077,12.241666666666667,68.375
2007-08-01,19506.215384615385,15.1,63.166666666666664
2007-08-02,18999.784615384615,16.849999999999998,61.541666666666664
2007-08-03,19979.86153846154,17.258333333333333,60.75
2007-08-04,19138.96153846154,16.6375,70.91666666666667
2007-08-05,18842.823076923076,17.820833333333333,65.625
2007-08-06,12634.207692307691,15.793750000000001,79.83333333333333
2007-08-07,19604.484615384616,17.881249999999998,73.6875
2007-08-08,20488.0,19.933333333333334,57.416666666666664
2007-08-09,17378.223076923077,17.695833333333333,73.83333333333333
2007-08-10,16509.753846153846,17.337500000000002,71.91666666666667
2007-08-11,17127.907692307694,18.808333333333334,63.25
2007-08-12,10467.530769230769,15.845833333333333,82.20833333333333
2007-08-13,15406.723076923077,17.0625,75.79166666666667
2007-08-14,16278.407692307692,17.108333333333334,74.5
2007-08-15,15890.192307692309,17.129166666666666,73.625
2007-08-16,17764.407692307694,16.404166666666665,71.66666666666667
2007-08-17,17619.630769230767,16.224999999999998,73.95833333333333
2007-08-18,14865.946153846155,16.429166666666667,77.29166666666667
2007-08-19,12215.23076923077,16.429166666666667,75.20833333333333
2007-08-20,22277.10769230769,17.845833333333335,63.791666666666664
2007-08-21,19323.80769230769,16.766666666666666,73.70833333333333
2007-08-22,14071.307692307693,15.262500000000001,83.625
2007-08-23,13707.176923076922,15.35,79.66666666666667
2007-08-24,23468.93076923077,18.2375,61.25
2007-08-25,23129.66153846154,21.070833333333333,46.0
2007-08-26,22612.438461538462,23.125,36.583333333333336
2007-08-27,20849.6,24.1375,38.333333333333336
2007-08-28,8687.392307692307,17.429166666666667,82.41666666666667
